Alpha Clicks,Alpha Conversions,Compiled,Beta Impressions,Beta Clicks,Compiled,Search term,Match type,Added/Excluded,Campaign,Type,Ad group,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate,Campaign type
,,,,,,client award ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,2.08,2.08,0,0.00,0.00,Search
,,,,,,rushcard refer a friend program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.91,1.91,0,0.00,0.00,Search
,,,,,,information on salary plus possible annual performance bonus paid medical and dental insurance for employees tuition reimburseme,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,3.03,3.03,0,0.00,0.00,Search
,,,,,,employee reward mobile app,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,6.43,6.43,0,0.00,0.00,Search
,,,,,,offering spotify as a company perk cost,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,2.51,2.51,0,0.00,0.00,Search
,,,,,,staffing company incentives,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,4.81,4.81,0,0.00,0.00,Search
,,,,,,how to do recogintion right google facebook,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.65,1.65,0,0.00,0.00,Search
,,,,,,www retirement systems com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,1,1.00,USD,2.19,2.19,0,0.00,0.00,Search
,,,,,,good employee incentive ideas,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Incentive,1,1,1.00,USD,4.36,4.36,0,0.00,0.00,Search
,,,,,,https www appreciatehub com ng catalog jsf programid 4509613 awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,1.30,1.30,0,0.00,0.00,Search
,,,,,,how much should a unit manager spend on staff for christmas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,0.67,0.67,0,0.00,0.00,Search
,,,,,,retail company perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,1.46,1.46,0,0.00,0.00,Search
,,,,,,creative marketing campaigns for employee programs,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,6.21,6.21,0,0.00,0.00,Search
,,,,,,how to get my jobs reward points on amazon,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,3.21,3.21,0,0.00,0.00,Search
,,,,,,wall of recognition ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,0.98,0.98,0,0.00,0.00,Search
,,,,,,tb hrdiscounts perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,0.67,0.67,0,0.00,0.00,Search
,,,,,,autozone experience was very rewarding with the employee terrell bar,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,3.25,3.25,0,0.00,0.00,Search
,,,,,,recognition & reward actions,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,3.59,3.59,0,0.00,0.00,Search
,,,,,,construction companies bonus programs,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,1.04,1.04,0,0.00,0.00,Search
,,,,,,rolepoint encompass health,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.68,1.68,0,0.00,0.00,Search
,,,,,,i need a phone number to report theft by employee at goodwill,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,3.24,3.24,0,0.00,0.00,Search
,,,,,,comedic employee awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,2.81,2.81,0,0.00,0.00,Search
,,,,,,organization anniversary celebration letter,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,2.08,2.08,0,0.00,0.00,Search
,,,,,,anniversary events ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,0.97,0.97,0,0.00,0.00,Search
,,,,,,40 years business anniversary,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,1.19,1.19,0,0.00,0.00,Search
,,,,,,comission referal sharing agreement software,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.47,2.47,0,0.00,0.00,Search
,,,,,,great way to reward top performers,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,1.17,1.17,0,0.00,0.00,Search
,,,,,,https www talkable com x 3znu7o,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,0.41,0.41,0,0.00,0.00,Search
,,,,,,quality recognition program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.48,1.48,0,0.00,0.00,Search
,,,,,,employee praise letter,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.78,1.78,0,0.00,0.00,Search
,,,,,,1 year office anniversary ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,3.58,3.58,0,0.00,0.00,Search
,,,,,,https hertzrecogbitions awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,4.37,4.37,0,0.00,0.00,Search
,,,,,,all rebates club shop refferal code,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.56,1.56,0,0.00,0.00,Search
,,,,,,we bull refer program,Phrase match (close variant),None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.72,1.72,0,0.00,0.00,Search
,,,,,,cool staff perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,1.25,1.25,0,0.00,0.00,Search
,,,,,,company incentive pass along,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,1,1.00,USD,3.69,3.69,0,0.00,0.00,Search
,,,,,,referral programs for insurance company,Phrase match (close variant),None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,4.47,4.47,0,0.00,0.00,Search
,,,,,,good ideas to give construction roofers employees for christmas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,0.34,0.34,0,0.00,0.00,Search
,,,,,,referral tracking api,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.65,1.65,0,0.00,0.00,Search
,,,,,,best employee apparel swag,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,1,1.00,USD,1.32,1.32,0,0.00,0.00,Search
,,,,,,straight talk referral program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.42,1.42,0,0.00,0.00,Search
,,,,,,seniority recognition visualization,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,6.46,6.46,0,0.00,0.00,Search
,,,,,,prudential benefits package,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,1,1.00,USD,1.80,1.80,0,0.00,0.00,Search
,,,,,,yum recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,2.08,2.08,0,0.00,0.00,Search
,,,,,,define partner referral program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.09,2.09,0,0.00,0.00,Search
,,,,,,spectrum referral,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.55,1.55,0,0.00,0.00,Search
,,,,,,asburyachievers awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.30,1.30,0,0.00,0.00,Search
,,,,,,http awards mtmrecognition com specialtree,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.61,1.61,0,0.00,0.00,Search
,,,,,,in recognition for extra miles,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,2.97,2.97,0,0.00,0.00,Search
,,,,,,employee nomination for employee of the month,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.26,1.26,0,0.00,0.00,Search
,,,,,,how to get employee of the year,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.39,1.39,0,0.00,0.00,Search
,,,,,,hertzrecongitions awardo com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,2.13,2.13,0,0.00,0.00,Search
,,,,,,what companies offer referral programs,Phrase match (close variant),None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,0.88,0.88,0,0.00,0.00,Search
,,,,,,bonus proposal template,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Bonus,1,1,1.00,USD,1.10,1.10,0,0.00,0.00,Search
,,,,,,team recognition emails,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.07,1.07,0,0.00,0.00,Search
,,,,,,benefits and perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,1.43,1.43,0,0.00,0.00,Search
,,,,,,gifts for work team,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,1.38,1.38,0,0.00,0.00,Search
,,,,,,incentive work games,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,0.87,0.87,0,0.00,0.00,Search
,,,,,,software to track employee milestones,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,3.21,3.21,0,0.00,0.00,Search
,,,,,,best benefits for employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,4.97,4.97,0,0.00,0.00,Search
,,,,,,terryberry catalog,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.24,1.24,0,0.00,0.00,Search
,,,,,,free employee service award certificate template,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,3.36,3.36,0,0.00,0.00,Search
,,,,,,employee excellence award examples,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,0.44,0.44,0,0.00,0.00,Search
,,,,,,office referral idea,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.15,2.15,0,0.00,0.00,Search
,,,,,,incentive program blue monster with hair,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,1.51,1.51,0,0.00,0.00,Search
,,,,,,token based incentive programs,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,1.54,1.54,0,0.00,0.00,Search
,,,,,,world of hyatt colleague reward,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,1.17,1.17,0,0.00,0.00,Search
,,,,,,xmas gifts for your direct reports,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.36,1.36,0,0.00,0.00,Search
,,,,,,unique benefits in silicon valley,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,6.81,6.81,0,0.00,0.00,Search
,,,,,,good wmployee gifts,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,1,1,1.00,USD,0.72,0.72,0,0.00,0.00,Search
,,,,,,dc 37 rewards program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,2.79,2.79,0,0.00,0.00,Search
,,,,,,goft ideas for employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,1,1,1.00,USD,1.34,1.34,0,0.00,0.00,Search
,,,,,,best gifts for 25 years of service,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,1.64,1.64,0,0.00,0.00,Search
,,,,,,pfgperks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,1.46,1.46,0,0.00,0.00,Search
,,,,,,goid gifts for employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,1,1,1.00,USD,1.00,1.00,0,0.00,0.00,Search
,,,,,,www penske safety rewards com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.77,1.77,0,0.00,0.00,Search
,,,,,,awards for ofice staff,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.07,1.07,0,0.00,0.00,Search
,,,,,,company 25th anniversary,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,1.21,1.21,0,0.00,0.00,Search
,,,,,,bank of the west work persk,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,2.50,2.50,0,0.00,0.00,Search
,,,,,,anniversary gifts for years of service,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,0.84,0.84,0,0.00,0.00,Search
,,,,,,points awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,2.80,2.80,0,0.00,0.00,Search
,,,,,,terryberry competitors,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,7.52,7.52,0,0.00,0.00,Search
,,,,,,platforms to reward employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,4.40,4.40,0,0.00,0.00,Search
,,,,,,recognition ideas for workday implementation team,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,4.46,4.46,0,0.00,0.00,Search
,,,,,,bartender incentive program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,1.90,1.90,0,0.00,0.00,Search
,,,,,,coorporate reward catelog,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,1.51,1.51,0,0.00,0.00,Search
,,,,,,companies with best team reward program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,6.40,6.40,0,0.00,0.00,Search
,,,,,,sample bonus plans for hr manager,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,1.96,1.96,0,0.00,0.00,Search
,,,,,,office gift experience,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,0.65,0.65,0,0.00,0.00,Search
,,,,,,multi level referral tracker,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.76,2.76,0,0.00,0.00,Search
,,,,,,workplace prize ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,2.18,2.18,0,0.00,0.00,Search
,,,,,,employeee gifts,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,1,1,1.00,USD,0.78,0.78,0,0.00,0.00,Search
,,,,,,recognition words,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,0.97,0.97,0,0.00,0.00,Search
,,,,,,gifts for office,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.72,1.72,0,0.00,0.00,Search
,,,,,,worldwide incentive services,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,0.75,0.75,0,0.00,0.00,Search
,,,,,,gifts from companys,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,1,1,1.00,USD,3.70,3.70,0,0.00,0.00,Search
,,,,,,best way to communicate an incentive plan,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,2.65,2.65,0,0.00,0.00,Search
,,,,,,top trending wellness prizes,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,2.11,2.11,0,0.00,0.00,Search
,,,,,,what is the best gift cards to give to your staff of employment,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,0.66,0.66,0,0.00,0.00,Search
,,,,,,waave referal code,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.04,2.04,0,0.00,0.00,Search
,,,,,,sales incentive trip names,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,1,1,1.00,USD,1.42,1.42,0,0.00,0.00,Search
,,,,,,total vision recognition mcfina com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.06,1.06,0,0.00,0.00,Search
,,,,,,best gufts for your wmployees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,1,1,1.00,USD,1.20,1.20,0,0.00,0.00,Search
,,,,,,youdecide myperks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,1.52,1.52,0,0.00,0.00,Search
,,,,,,subscription service that send businesses thank you items,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,0.62,0.62,0,0.00,0.00,Search
,,,,,,letters of recognition for organization,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.96,1.96,0,0.00,0.00,Search
,,,,,,t mobile refer a friend,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.76,1.76,0,0.00,0.00,Search
,,,,,,booking perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,3.82,3.82,0,0.00,0.00,Search
,,,,,,www crothaal gum rewards com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,1.08,1.08,0,0.00,0.00,Search
,,,,,,what is the cost of talkable referral program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.41,1.41,0,0.00,0.00,Search
,,,,,,gifs for your staff,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.07,1.07,0,0.00,0.00,Search
,,,,,,what can u get 46 employees for christmas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,0.85,0.85,0,0.00,0.00,Search
,,,,,,work group gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,1.35,1.35,0,0.00,0.00,Search
,,,,,,thank you gift to get for coworker,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,1,1,1.00,USD,1.84,1.84,0,0.00,0.00,Search
,,,,,,ajm packaging anniversary gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,0.39,0.39,0,0.00,0.00,Search
,,,,,,vivnt oct referral promotions,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.96,1.96,0,0.00,0.00,Search
,,,,,,prepaid load cards for employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,4.09,4.09,0,0.00,0.00,Search
,,,,,,dmployee appreciation gifts,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Appreciation,1,1,1.00,USD,1.07,1.07,0,0.00,0.00,Search
,,,,,,best companies executive perks for compensation plan examples,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,1.82,1.82,0,0.00,0.00,Search
,,,,,,unique company perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,0.58,0.58,0,0.00,0.00,Search
,,,,,,incentive gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,1.27,1.27,0,0.00,0.00,Search
,,,,,,gift for employees holiday,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,1,1,1.00,USD,2.99,2.99,0,0.00,0.00,Search
,,,,,,sample automotive repair shop referral email letters,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.28,2.28,0,0.00,0.00,Search
,,,,,,awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.40,1.40,0,0.00,0.00,Search
,,,,,,rdo equipment 20 yrs of service gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,0.56,0.56,0,0.00,0.00,Search
,,,,,,best incentive plans for saas sales people,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,1,1,1.00,USD,3.75,3.75,0,0.00,0.00,Search
,,,,,,recognition companies,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,5.57,5.57,0,0.00,0.00,Search
,,,,,,app for nominatating coworkers,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.54,1.54,0,0.00,0.00,Search
,,,,,,recharge your employees gift,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,1.39,1.39,0,0.00,0.00,Search
,,,,,,gifts for work staff,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,0.64,0.64,0,0.00,0.00,Search
,,,,,,assigning cost to year of service awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,3.66,3.66,0,0.00,0.00,Search
,,,,,,client birthday recognition ideas $5,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Birthday,1,1,1.00,USD,2.35,2.35,0,0.00,0.00,Search
,,,,,,good work perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,1.14,1.14,0,0.00,0.00,Search
,,,,,,good introduction via email to a job recommended by an employee,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.15,1.15,0,0.00,0.00,Search
,,,,,,where can i refer a person that us looking for a job as a babysitter,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.96,1.96,0,0.00,0.00,Search
,,,,,,total rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,1.93,1.93,0,0.00,0.00,Search
,,,,,,incentive pull board,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Spiffs,1,1,1.00,USD,3.25,3.25,0,0.00,0.00,Search
,,,,,,gift books for business friends,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,2.80,2.80,0,0.00,0.00,Search
,,,,,,sucessful tiered incentive programs for dental office,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,1.74,1.74,0,0.00,0.00,Search
,,,,,,www awardselect com medline10,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,0.99,0.99,0,0.00,0.00,Search
,,,,,,employee appreciation day speech sample,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,0.89,0.89,0,0.00,0.00,Search
,,,,,,www swissport benefits com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,1.61,1.61,0,0.00,0.00,Search
,,,,,,best gift for a team reward ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,2.59,2.59,0,0.00,0.00,Search
,,,,,,great gift ideas for office staff around $250 500,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.29,1.29,0,0.00,0.00,Search
,,,,,,service referral programs,Phrase match (close variant),None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,5.77,5.77,0,0.00,0.00,Search
,,,,,,pop up office perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,2.98,2.98,0,0.00,0.00,Search
,,,,,,sample employee recongnition,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Recognition,1,1,1.00,USD,1.76,1.76,0,0.00,0.00,Search
,,,,,,digital agency employee benefits,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,3.40,3.40,0,0.00,0.00,Search
,,,,,,plaques for 25 years of servi e,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,1.65,1.65,0,0.00,0.00,Search
,,,,,,walgreens employee purchase program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,1.35,1.35,0,0.00,0.00,Search
,,,,,,vacation incentives business opportunity,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Travel,1,1,1.00,USD,2.16,2.16,0,0.00,0.00,Search
,,,,,,google incentive competitions,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,2.90,2.90,0,0.00,0.00,Search
,,,,,,sales engineering rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Award,1,1,1.00,USD,2.72,2.72,0,0.00,0.00,Search
,,,,,,connected recognition globoforce cisco,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.20,1.20,0,0.00,0.00,Search
,,,,,,hertzrecognitionsawardco,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.84,1.84,0,0.00,0.00,Search
,,,,,,gifts for work team,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.83,1.83,0,0.00,0.00,Search
,,,,,,steven harris crothall gem award,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.15,1.15,0,0.00,0.00,Search
,,,,,,www awardselect com textron64,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.50,1.50,0,0.00,0.00,Search
,,,,,,ways to incentivize housekeepers and inspectors,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,2.30,2.30,0,0.00,0.00,Search
,,,,,,bonus program incentive,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,2.57,2.57,0,0.00,0.00,Search
,,,,,,corporate award titles,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.34,1.34,0,0.00,0.00,Search
