Alpha Clicks,Alpha Conversions,Compiled,Beta Impressions,Beta Clicks,Compiled,Search term,Match type,Added/Excluded,Campaign,Type,Ad group,Impr.,Clicks,CTR,Currency code,Cost,Conversions,Cost / conv.,Conv. rate
,,,,,,inspire employees to be safe,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,how to retain employee,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,how do you motivate employees without money or career paths,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,what do successful camouses do to motivate staff,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,what are good types of motivators in the workplace,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,what arguments can be address for lack of motivation in the workplace,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,10 year work anniversary gift tools,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,fun ways to motivate employees for a fundraising like pies in bosses face,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,employee anniversary magnets,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,hawaii business feb 2019 an employers user guide ways to retain your employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,should employee be working on retention,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,how can data analytics be used to improve employee recruitment and retention,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,employee value proposition article,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employer brand,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,how to motivate employees under 30 years old,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,attendance motivation for employees,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,what do people usually ask about compensations and bonus programs,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Bonus,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,explain how an organization's culture impacts employee motivation,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,motivational presentations for employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,incentives to help motivate employees,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Incentive,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,spiff reward systems,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Spiffs,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,attracting talent through wellness millenials,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employer brand,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,motivational gaols poster for employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,warehouse employee retention,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,strategies of motivating employees,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,vonage spiff,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Spiffs,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,ways to keep employees motivated,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,custom 30 year annaversary company gift ideas,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,key factors helping talent retention,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,employee and organizational training and development motivation presentation mcgraw hill,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,employee recognition for construction workers,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Recognition,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,whar are some step to make yoyr eployee motivated,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,dxv spiffs,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Spiffs,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,how to retain employees in manufacturing,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,blueboard video,Phrase match,None,Google_Search_Brand_AllGeos_Beta_eCPC,Beta,Brand Core,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,blueboard vacation,Phrase match,None,Google_Search_Brand_AllGeos_Beta_eCPC,Beta,Brand Core,1,1,100.00%,USD,0,0,0,0.00%
,,,,,,what does one sheet of blueboard cost,Phrase match,None,Google_Search_Brand_AllGeos_Beta_eCPC,Beta,Brand Core,1,1,100.00%,USD,11,0,0,0.00%
,,,,,,non monetary ways to motivate employees,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,employee recognition program request,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Recognition,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,work anniversary email ideas,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,standard 5 year service anniversary gift work,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,retention rate for employees with disabilities,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,incentive offer for salespeople,Broad match,None,Google_Search_NB_Resources_Beta,Beta,sales team engagement,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,how to motivate millenials to have urgency,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,millennials,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,what is a good book for motivating employees if you are the manager,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,examples of smart goals for employee retention,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,platrform to manage employees incentives,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Incentive,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,how to attract talented employees,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employer brand,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,employee retention threats,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,retirement homes with good benefits for employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Retirement,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,quarterly sales incentive ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,http brilliant achievers com catalog,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,recognition programs ideas,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Recognition,1,1,100.00%,USD,10,0,0,0.00%
,,,,,,corporate valentines day ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,mcdonald's perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,direct support professional gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,top sales person award,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Award,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,vacations as employee rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,perks and fringe benefits offered to executives,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,10 year business anniversary gift,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,work fun committee,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,productivity incentives in manufacturing,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,employee recognition wall,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,contractor network referral program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,sharp employee shopping discount program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,good idea to buy for my workers as a reward,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,ways to reward hispital nurses,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,referral system for business free,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,scuritas usa compassation after retirement,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,recognition words,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,anniversary godta work,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Anniversary,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,employee progress certificate phrase,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,performance cups in recognition of career performance,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,wedding vendor referral benefits,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,gifts for 25 year office anniversary,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,pfizer retirement,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,samples of awards from business,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,sample bonus plans,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,https adsmg awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,sending an email of recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,sales recognition pins,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Award,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,humanarc achievers com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,www dc37rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,employee tenure gift ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,sam's club give anything for 25 years of work,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,employee benefits west texas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,park nicollet employee benefits,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,washington post employer recognition awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,city of fort worth retirement office,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,gift ideas for 15 years with the same company,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,free benefits to offer employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,hotel rewards programs for staff,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,sales incentive systems,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,bonus systems for big cooperations,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Bonus,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,the hubbard group perkspot com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,how to present an incentive plan,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,retail bonus programs,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,referral cide,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,nice business recognition ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,performance based rewards system,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,mass pension,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,spiff gift card mailing and tracking software,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Spiffs,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,how do you start a car incentive program for work,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,how to reward employees without spending money,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,team recognition trophies,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,marketing incentive certificates,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Travel,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,1st year anniversary for a new business,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,rewards to give your employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,internal referral contest,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,employee gifts related to emotional intelligence,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,ups rewards employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,crazy employee benefits,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,stv group job referral,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,etrade referral program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,incentives for hotel front desk employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,aafes retiree service center,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,opm retirement po box 45 boyers 16017 telephone number,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,great gifts for men 5 year work anniversary,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,good incentives for autopay,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,employee anniversary,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Anniversary,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,massage therapy referral program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,recognition companies,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,https eversource recognition com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,lifemart adp,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,product referral,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,workperks com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,employee phone numbers for ford motor company benefits,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,100.00%,USD,16,0,0,0.00%
,,,,,,bluecross blueshield cta retirees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,what is attract top talent,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employer brand,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,employee retention an issue of survival in healthcare,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,incentive trip from us,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Travel,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,company anniversary items,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,proper award for sales contest,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Sales Award,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,amazon emplyee perks,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Perks,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,employee birthday celebration email,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Birthday,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,forensic employee retirment pension,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Retirement,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,partner healthcare employee recongnition 2019,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,annual employee gifts,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,team engagement recognition,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Engagement,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,extended stay employee perks,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Perks,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,examples of employee incentive programs,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Incentive,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,popular employee perks,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Perks,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,personalized work anniversary gifts,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,health plan wellness incentives,Phrase match (close variant),None,Google_Search_NB_Products_Beta,Beta,wellbeing incentives,1,1,100.00%,USD,9,0,0,0.00%
,,,,,,employee anniversary invitation wording,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,employee event incetives,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Incentive,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,total rewards and recoginition portal,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,incentive compensation structure for public affairs firms employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Incentive,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,best company gifts to employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,how are other companies praise aor recognized their emplyees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,things to do for rewards and recognition,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,employee awards ideas,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Awards,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,15 year job anniversary gift,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,dental employee anniversary gift,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,if you are a state employee that has insurance as part of your retirement package what is your deductible,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Retirement,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,employee perks ideas,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Perks,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,incentive trip destinations caribbean,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Travel,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,what a person want for long term work anniversary,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,anniversary gifts corporate agency,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,13,0,0,0.00%
,,,,,,how to submit referral for employee at chilis,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Referral,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,spain incentive trips,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Travel,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,premium incentive sales,Exact match,Added,Google_Search_NB_Products_Beta,Beta,sales incentives,1,1,100.00%,USD,7,0,0,0.00%
,,,,,,employee anniversary email,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,11,0,0,0.00%
,,,,,,incentive gift ideas for employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Incentive,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,how to mention a refferal in email to hiring manager,Broad match,None,Google_Search_NB_Products_Beta,Beta,employee referrals,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,corporate birthday gift giving ideas,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Birthday,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,fairview employee perks and discounts,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Perks,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,electronic birthday cards for employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Birthday,1,1,100.00%,USD,6,0,0,0.00%
,,,,,,year end awards for national sales meeting,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Sales Award,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,sample congratulation letter for company anniversary,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,1,0,0,0.00%
,,,,,,how to display team engagement on a board,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Engagement,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,year end employee recognition email,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,100.00%,USD,10,0,0,0.00%
,,,,,,travel incentive certificates,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Travel,1,1,100.00%,USD,8,0,0,0.00%
,,,,,,best employee tech gifts 2019,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,ca lottery incentive selling top price,Broad match,None,Google_Search_NB_Products_Beta,Beta,sales incentives,1,1,100.00%,USD,2,0,0,0.00%
,,,,,,blue shield employeeretirement cash out program,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Retirement,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,what three actions will help you engage associates on your team,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Engagement,1,1,100.00%,USD,3,0,0,0.00%
,,,,,,1st year anniversary gift ideas for work,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,100.00%,USD,5,0,0,0.00%
,,,,,,years of service award comedial,Phrase match,None,Google_Search_NB_Products_Beta,Beta,anniversary awards,1,1,100.00%,USD,4,0,0,0.00%
,,,,,,perks program frontier,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Perks,1,1,100.00%,USD,1,0,0,0.00%
